scopus_id,article_number,title,eid,citedby_count,creator,aggregationType,coverDate,coverDisplayDate,doi,eIssn,issn,issueIdentifier,pageRange,publication,url,volume,subtype,subtype_description
SCOPUS_ID:85030480453,,A unified convex surrogate for the Schatten-p norm,2-s2.0-85030480453,0,Xu C.,Conference Proceeding,2017-01-01,2017,,,,,926-932,"31st AAAI Conference on Artificial Intelligence, AAAI 2017",http://api.elsevier.com/content/abstract/scopus_id/85030480453,,cp,Conference Paper
SCOPUS_ID:85007268656,,Relaxed majorization-minimization for non-smooth and non-convex optimization,2-s2.0-85007268656,2,Xu C.,Conference Proceeding,2016-01-01,2016,,,,,812-818,"30th AAAI Conference on Artificial Intelligence, AAAI 2016",http://api.elsevier.com/content/abstract/scopus_id/85007268656,,cp,Conference Paper
SCOPUS_ID:84983122408,7025613,L1-norm global geometric consistency for partial-duplicate image retrieval,2-s2.0-84983122408,2,Lin Y.,Conference Proceeding,2014-01-28,28 January 2014,10.1109/ICIP.2014.7025613,,,,3033-3037,"2014 IEEE International Conference on Image Processing, ICIP 2014",http://api.elsevier.com/content/abstract/scopus_id/84983122408,,cp,Conference Paper
SCOPUS_ID:84995948863,37377,"Origin of unusual HREE-Mo-rich carbonatites in the Qinling orogen, China",2-s2.0-84995948863,3,Song W.,Journal,2016-11-18,18 November 2016,10.1038/srep37377,20452322,,,,Scientific Reports,http://api.elsevier.com/content/abstract/scopus_id/84995948863,6,ar,Article
SCOPUS_ID:84976417328,,Rare earth element enrichment in Palaeoproterozoic Fengzhen carbonatite from the North China block,2-s2.0-84976417328,2,Feng M.,Journal,2016-11-17,17 November 2016,10.1080/00206814.2016.1193774,19382839,00206814,15,1940-1950,International Geology Review,http://api.elsevier.com/content/abstract/scopus_id/84976417328,58,ar,Article
SCOPUS_ID:84941072134,,Differential erosion of the Guposhan-Huashan batholith in Western Nanling Mountains and distribution of weathered ore deposits,2-s2.0-84941072134,0,Feng M.,Journal,2015-01-01,1 August 2015,10.16539/j.ddgzyckx.2015.04.010,,10011552,4,670-679,Geotectonica et Metallogenia,http://api.elsevier.com/content/abstract/scopus_id/84941072134,39,ar,Article
SCOPUS_ID:84957543144,,Continuation of the ESH-CHL-SHOT trial after publication of the SPRINT: Rationale for further study on blood pressure targets of antihypertensive treatment after stroke,2-s2.0-84957543144,13,Zanchetti A.,Journal,2016-03-01,1 March 2016,10.1097/HJH.0000000000000853,14735598,02636352,3,393-396,Journal of Hypertension,http://api.elsevier.com/content/abstract/scopus_id/84957543144,34,re,Review
SCOPUS_ID:84906089553,,Blood pressure and LDL-cholesterol targets for prevention of recurrent strokes and cognitive decline in the hypertensive patient: Design of the European Society of Hypertension-Chinese Hypertension League Stroke in Hypertension Optimal Treatment randomized trial,2-s2.0-84906089553,32,Zanchetti A.,Journal,2014-01-01,September 2014,10.1097/HJH.0000000000000254,14735598,02636352,9,1888-1897,Journal of Hypertension,http://api.elsevier.com/content/abstract/scopus_id/84906089553,32,ar,Article
SCOPUS_ID:84906091341,,Blood pressure and low-density lipoprotein-cholesterol lowering for prevention of strokes and cognitive decline: A review of available trial evidence,2-s2.0-84906091341,18,Zanchetti A.,Journal,2014-01-01,September 2014,10.1097/HJH.0000000000000253,14735598,02636352,9,1741-1750,Journal of Hypertension,http://api.elsevier.com/content/abstract/scopus_id/84906091341,32,re,Review
SCOPUS_ID:2342560597,,New approach to automatic seal imprint identification,2-s2.0-2342560597,0,Guo T.,Journal,2004-01-01,January 2004,,,02544156,1,8-19,Zidonghua Xuebao/Acta Automatica Sinica,http://api.elsevier.com/content/abstract/scopus_id/2342560597,30,ar,Article
SCOPUS_ID:0031387889,,Computer vision and wavelet transforms,2-s2.0-0031387889,1,Shi Q.,Conference Proceeding,1997-12-01,1997,,,0277786X,,720-729,Proceedings of SPIE - The International Society for Optical Engineering,http://api.elsevier.com/content/abstract/scopus_id/0031387889,3078,cp,Conference Paper
SCOPUS_ID:2842525042,,New development of stereo vision,2-s2.0-2842525042,1,Xu C.,Journal,1996-06-01,June 1996,,,10016538,11,949-953,Chinese Science Bulletin,http://api.elsevier.com/content/abstract/scopus_id/2842525042,41,ar,Article
SCOPUS_ID:85028006744,,Socio-economic Impact Assessment of Phasing out SCCPs in China,2-s2.0-85028006744,0,Yu M.,Journal,2017-07-20,20 July 2017,10.13209/j.0479-8023.2017.063,,04798023,4,710-714,Beijing Daxue Xuebao (Ziran Kexue Ban)/Acta Scientiarum Naturalium Universitatis Pekinensis,http://api.elsevier.com/content/abstract/scopus_id/85028006744,53,ar,Article
SCOPUS_ID:85008350877,,Emission inventory and provincial distribution of short-chain chlorinated paraffins in China,2-s2.0-85008350877,1,Zhang B.,Journal,2017-03-01,1 March 2017,10.1016/j.scitotenv.2016.12.167,18791026,00489697,,582-588,Science of the Total Environment,http://api.elsevier.com/content/abstract/scopus_id/85008350877,581-582,ar,Article
SCOPUS_ID:84898017581,,Emission inventory prediction of short Chain chlorinated paraffins (SCCPs) in China,2-s2.0-84898017581,15,Xu C.,Journal,2014-01-01,March 2014,10.13209/j.0479-8023.2014.055,,04798023,2,369-378,Beijing Daxue Xuebao (Ziran Kexue Ban)/Acta Scientiarum Naturalium Universitatis Pekinensis,http://api.elsevier.com/content/abstract/scopus_id/84898017581,50,ar,Article
SCOPUS_ID:17644399090,,The hydrophobic surface of PaAMP from pokeweed seeds is essential to its interaction with fungal membrane lipids and the antifungal activity,2-s2.0-17644399090,7,Peng C.,Journal,2005-04-25,25 April 2005,10.1016/j.febslet.2005.03.046,,00145793,11,2445-2450,FEBS Letters,http://api.elsevier.com/content/abstract/scopus_id/17644399090,579,ar,Article
SCOPUS_ID:0034001189,,"Purification, characterization, and molecular cloning of the gene of a seed-specific antimicrobial protein from pokeweed",2-s2.0-0034001189,44,Liu Y.,Journal,2000-04-01,April 2000,,,00320889,4,1015-1024,Plant Physiology,http://api.elsevier.com/content/abstract/scopus_id/0034001189,122,ar,Article
SCOPUS_ID:3242732418,,Detecting microorganisms in soil by PCR and molecular hybridization,2-s2.0-3242732418,1,Ding Z.,Journal,1999-01-01,Aug 1999,,,00016209,4,381-384,Wei sheng wu xue bao = Acta microbiologica Sinica,http://api.elsevier.com/content/abstract/scopus_id/3242732418,39,ar,Article
SCOPUS_ID:80051896636,5952649,A prime implicates-based formulae forgetting,2-s2.0-80051896636,2,Xu D.,Conference Proceeding,2011-08-25,2011,10.1109/CSAE.2011.5952649,,,,128-132,"Proceedings - 2011 IEEE International Conference on Computer Science and Automation Engineering, CSAE 2011",http://api.elsevier.com/content/abstract/scopus_id/80051896636,3,cp,Conference Paper
SCOPUS_ID:79951489254,5687440,A forgetting-based approach to merging knowledge bases,2-s2.0-79951489254,0,Xu D.,Conference Proceeding,2010-12-01,2010,10.1109/PIC.2010.5687440,,,,321-325,"Proceedings of the 2010 IEEE International Conference on Progress in Informatics and Computing, PIC 2010",http://api.elsevier.com/content/abstract/scopus_id/79951489254,1,cp,Conference Paper
SCOPUS_ID:77953804705,,Argumentation-based reasoning with inconsistent knowledge bases,2-s2.0-77953804705,7,Zhang X.,Book Series,2010-06-25,2010,10.1007/978-3-642-13059-5_11,16113349,03029743,,87-99,Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),http://api.elsevier.com/content/abstract/scopus_id/77953804705,6085 LNAI,cp,Conference Paper
SCOPUS_ID:84949894960,,Decay spectroscopy of<sup>160</sup>Sm: The lightest four-quasiparticle K isomer,2-s2.0-84949894960,8,Patel Z.,Journal,2016-02-10,"February 10, 2016",10.1016/j.physletb.2015.12.026,,03702693,,182-186,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",http://api.elsevier.com/content/abstract/scopus_id/84949894960,753,ar,Article
SCOPUS_ID:84949034719,,Impact of triaxiality on the rotational structure of neutron-rich rhenium isotopes,2-s2.0-84949034719,2,Reed M.,Journal,2016-01-10,"January 10, 2016",10.1016/j.physletb.2015.11.056,,03702693,,311-316,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",http://api.elsevier.com/content/abstract/scopus_id/84949034719,752,ar,Article
SCOPUS_ID:85017418334,036,Structural changes observed in neutron-rich A?110-120 nuclei,2-s2.0-85017418334,0,Luo Y.,Conference Proceeding,2013-01-01,2013,,18248039,,,,Proceedings of Science,http://api.elsevier.com/content/abstract/scopus_id/85017418334,,cp,Conference Paper
SCOPUS_ID:80052489856,,Antinociceptive efficacy of verticinone in murine models of inflammatory pain and paclitaxel induced neuropathic pain,2-s2.0-80052489856,16,Xu F.,Journal,2011-09-01,September 2011,10.1248/bpb.34.1377,13475215,09186158,9,1377-1382,Biological and Pharmaceutical Bulletin,http://api.elsevier.com/content/abstract/scopus_id/80052489856,34,ar,Article
SCOPUS_ID:34848860749,,"Synthesis and antitussive evaluation of verticinone-cholic acid salt, a novel and potential cough therapeutic agent",2-s2.0-34848860749,6,Xu F.,Journal,2007-10-01,October 2007,10.1111/j.1745-7254.2007.00179.x,17457254,16714083,10,1591-1596,Acta Pharmacologica Sinica,http://api.elsevier.com/content/abstract/scopus_id/34848860749,28,ar,Article
SCOPUS_ID:84973439216,,"Dexmedetomidine attenuates repeated propofol exposure-induced hippocampal apoptosis, PI3K/Akt/Gsk-3¦Â signaling disruption, and juvenile cognitive deficits in neonatal rats",2-s2.0-84973439216,9,Wang Y.,Journal,2016-07-01,July 2016,10.3892/mmr.2016.5321,17913004,17912997,1,769-775,Molecular Medicine Reports,http://api.elsevier.com/content/abstract/scopus_id/84973439216,14,ar,Article
SCOPUS_ID:84948823021,,Differences in lumbar dural sac dimension in supine and lateral positions in late pregnancy: A magnetic resonance imaging study,2-s2.0-84948823021,1,Xu F.,Journal,2016-05-01,1 May 2016,10.1016/j.ijoa.2015.09.008,15323374,0959289X,,19-23,International Journal of Obstetric Anesthesia,http://api.elsevier.com/content/abstract/scopus_id/84948823021,26,ar,Article
SCOPUS_ID:84944280713,2397,Postural change from lateral to supine is an important mechanism enhancing cephalic spread after injection of intrathecal 0.5% plain bupivacaine for cesarean section,2-s2.0-84944280713,2,Xu F.,Journal,2015-11-01,November 2015,10.1016/j.ijoa.2015.06.010,15323374,0959289X,4,308-312,International Journal of Obstetric Anesthesia,http://api.elsevier.com/content/abstract/scopus_id/84944280713,24,ar,Article
SCOPUS_ID:34548862875,,Color stable white organic light-emitting diode based on a novel triazine derivative,2-s2.0-34548862875,16,Qu B.,Journal,2007-10-01,October 2007,10.1016/j.orgel.2007.03.009,,15661199,5,529-534,"Organic Electronics: physics, materials, applications",http://api.elsevier.com/content/abstract/scopus_id/34548862875,8,ar,Article
SCOPUS_ID:33845990303,,"Synthesis, characterization, and optical properties of two-photon-absorbing octupolar molecule with an s-triazine core",2-s2.0-33845990303,38,Xu F.,Journal,2007-02-01,February 2007,10.1016/j.optmat.2005.12.003,,09253467,6,723-727,Optical Materials,http://api.elsevier.com/content/abstract/scopus_id/33845990303,29,ar,Article
SCOPUS_ID:33646052305,,Green light-emitting organic material with narrow FWHM and high electroluminescence,2-s2.0-33646052305,11,Qu B.,Journal,2006-07-01,July 2006,10.1016/j.matlet.2005.12.056,,0167577X,15,1927-1930,Materials Letters,http://api.elsevier.com/content/abstract/scopus_id/33646052305,60,ar,Article
SCOPUS_ID:84936760912,,Quantitative calculation of drugs distribution parameter in the brain extracellular space by using MRI tracer,2-s2.0-84936760912,0,He Q.,Journal,2013-06-18,18 June 2013,,,1671167X,3,469-473,Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences,http://api.elsevier.com/content/abstract/scopus_id/84936760912,45,ar,Article
SCOPUS_ID:0041734884,,The regression analysis of the in hospital medical staffs infection rate and the application of the isolation measures including the emergency-isolation radiology information system,2-s2.0-0041734884,0,Han H.,Journal,2003-01-01,31 May 2003,,,1671167X,,89-91,Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences,http://api.elsevier.com/content/abstract/scopus_id/0041734884,35 Suppl,ar,Article
SCOPUS_ID:0042736256,,The building and practice of the emergency isolation radiology information system at the department of radiology in polyclinic during the epidemic outbreak stage of SARS,2-s2.0-0042736256,0,Han H.,Journal,2003-01-01,31 May 2003,,,1671167X,,86-88,Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences,http://api.elsevier.com/content/abstract/scopus_id/0042736256,35 Suppl,ar,Article
SCOPUS_ID:84957030793,042107,Spatial identification of traps in AlGaN/GaN heterostructures by the combination of lateral and vertical electrical stress measurements,2-s2.0-84957030793,4,Hu A.,Journal,2016-01-25,25 January 2016,10.1063/1.4941027,,00036951,4,,Applied Physics Letters,http://api.elsevier.com/content/abstract/scopus_id/84957030793,108,ar,Article
SCOPUS_ID:84947207005,,Study on AlGaN P-I-N-I-N solar-blind avalanche photodiodes with Al<inf>0.45</inf>Ga<inf>0.55</inf>N multiplication layer,2-s2.0-84947207005,3,Hou M.,Journal,2015-11-01,1 November 2015,10.1007/s13391-015-5142-6,20936788,17388090,6,1053-1058,Electronic Materials Letters,http://api.elsevier.com/content/abstract/scopus_id/84947207005,11,ar,Article
SCOPUS_ID:84927655440,142106,High mobility AlGaN/GaN heterostructures grown on Si substrates using a large lattice-mismatch induced stress control technology,2-s2.0-84927655440,10,Cheng J.,Journal,2015-04-06,6 April 2015,10.1063/1.4917504,,00036951,14,,Applied Physics Letters,http://api.elsevier.com/content/abstract/scopus_id/84927655440,106,ar,Article
SCOPUS_ID:5944249884,,Selective oxidation of hydrogen contained in carbon monoxide,2-s2.0-5944249884,1,Xu G.,Journal,1999-12-01,1999,,,02539837,2,187,Chinese Journal of Catalysis,http://api.elsevier.com/content/abstract/scopus_id/5944249884,20,ar,Article
SCOPUS_ID:0033477175,,Removal of H<inf>2</inf> from CO by Selective Reaction of H<inf>2</inf> with Metal Oxides,2-s2.0-0033477175,0,Zhu Y.,Journal,1999-12-01,1999,,,10006818,1,91-95,Acta Physico - Chimica Sinica,http://api.elsevier.com/content/abstract/scopus_id/0033477175,15,ar,Article
SCOPUS_ID:0012412298,,TPR of Pa/MnO<inf>2</inf> and Pd/Fe<inf>2</inf>O<inf>3</inf> systems - Effects of hydrogen spillover,2-s2.0-0012412298,12,Xu G.,Book Series,1997-01-01,1997,,,01672991,,333-338,Studies in Surface Science and Catalysis,http://api.elsevier.com/content/abstract/scopus_id/0012412298,112,ar,Article
SCOPUS_ID:84987681547,,Clinical and molecular epidemiological study of xeroderma pigmentosum in China: A case series of 19 patients,2-s2.0-84987681547,0,Zhou E.,Journal,2017-01-01,1 January 2017,10.1111/1346-8138.13576,13468138,03852407,1,71-75,Journal of Dermatology,http://api.elsevier.com/content/abstract/scopus_id/84987681547,44,ar,Article
SCOPUS_ID:84922538739,ddu442,Exome sequencing reveals mutation in GJA1 as a cause of keratoderma-hypotrichosis-leukonychia totalis syndrome,2-s2.0-84922538739,11,Wang H.,Journal,2015-01-01,1 January 2015,10.1093/hmg/ddu442,14602083,09646906,1,243-250,Human Molecular Genetics,http://api.elsevier.com/content/abstract/scopus_id/84922538739,24,ar,Article
SCOPUS_ID:84904473116,,New and recurrent SERPINB7 mutations in seven Chinese patients with nagashima-type palmoplantar keratosis,2-s2.0-84904473116,16,Yin J.,Journal,2014-01-01,August 2014,10.1038/jid.2014.80,15231747,0022202X,8,2269-2272,Journal of Investigative Dermatology,http://api.elsevier.com/content/abstract/scopus_id/84904473116,134,le,Letter
SCOPUS_ID:84955581952,,Maternal obesity during pregnancy is negatively associated with maternal and neonatal iron status,2-s2.0-84955581952,4,Jones A.,Journal,2016-08-01,1 August 2016,10.1038/ejcn.2015.229,14765640,09543007,8,918-924,European Journal of Clinical Nutrition,http://api.elsevier.com/content/abstract/scopus_id/84955581952,70,ar,Article
SCOPUS_ID:84960412533,,Low-dose iron supplementation in infancy modestly increases infant iron status at 9 mo without decreasing growth or increasing illness in a randomized clinical trial in rural China,2-s2.0-84960412533,1,Lozoff B.,Journal,2016-01-01,2016,10.3945/jn.115.223917,15416100,00223166,3,612-621,Journal of Nutrition,http://api.elsevier.com/content/abstract/scopus_id/84960412533,146,ar,Article
SCOPUS_ID:84938940352,,"Prenatal iron supplementation reduces maternal anemia, iron deficiency, and iron deficiency anemia in a randomized clinical trial in rural China, but iron deficiency remains widespread in mothers and neonates",2-s2.0-84938940352,11,Zhao G.,Journal,2015-01-01,2015,10.3945/jn.114.208678,15416100,00223166,8,1916-1923,Journal of Nutrition,http://api.elsevier.com/content/abstract/scopus_id/84938940352,145,ar,Article
SCOPUS_ID:85018496826,,Community-Acquired Acute Kidney Injury: A Nationwide Survey in China,2-s2.0-85018496826,1,Wang Y.,Journal,2017-05-01,May 2017,10.1053/j.ajkd.2016.10.034,15236838,02726386,5,647-657,American Journal of Kidney Diseases,http://api.elsevier.com/content/abstract/scopus_id/85018496826,69,ar,Article
SCOPUS_ID:84962833222,,Standardization of type 2 diabetes outpatient expenditure with bundled payment method in China,2-s2.0-84962833222,1,Xu G.,Journal,2016-04-20,20 April 2016,10.4103/0366-6999.179796,,03666999,8,953-959,Chinese Medical Journal,http://api.elsevier.com/content/abstract/scopus_id/84962833222,129,ar,Article
SCOPUS_ID:84948995056,,"Comparative study of three commonly used methods for hospital efficiency analysis in Beijing tertiary public hospitals, China",2-s2.0-84948995056,3,Xu G.,Journal,2015-12-05,5 December 2015,10.4103/0366-6999.170279,,03666999,23,3185-3190,Chinese Medical Journal,http://api.elsevier.com/content/abstract/scopus_id/84948995056,128,ar,Article
SCOPUS_ID:84952664483,,Target hepatic artery regional chemotherapy and Bevacizumab perfusion in liver metastatic Colorectal cancer after failure of first-line or second-line systemic chemotherapy,2-s2.0-84952664483,1,Chen H.,Journal,2016-02-01,1 February 2016,10.1097/CAD.0000000000000290,14735741,09594973,2,118-126,Anti-Cancer Drugs,http://api.elsevier.com/content/abstract/scopus_id/84952664483,27,ar,Article
SCOPUS_ID:84949553637,,Comparison of safety and efficacy of different models of target vessel regional chemotherapy for gastric cancer with liver metastases,2-s2.0-84949553637,0,Chen H.,Journal,2015-12-01,1 December 2015,10.1159/000440945,14219794,00093157,2,99-107,Chemotherapy,http://api.elsevier.com/content/abstract/scopus_id/84949553637,61,ar,Article
SCOPUS_ID:84938918265,,Evidence in stratum for Shichahai Becaming lake from Han-Dynasty to Yuan-Dynasty: A case of the southern section at the western side of building site in Xiaoshibei Hutong,2-s2.0-84938918265,0,Ma Y.,Journal,2015-01-01,20 May 2015,10.13209/j.0479-8023.2014.177,,04798023,3,451-462,Beijing Daxue Xuebao (Ziran Kexue Ban)/Acta Scientiarum Naturalium Universitatis Pekinensis,http://api.elsevier.com/content/abstract/scopus_id/84938918265,51,ar,Article
SCOPUS_ID:80054785564,,Anciant geomorphological environmental evolution of the ancient Jicheng area in Beijing: A case of the geotechnical profile in the construction field of Guangyi building,2-s2.0-80054785564,2,Yue S.,Journal,2011-09-01,September 2011,,,04798023,5,845-852,Beijing Daxue Xuebao (Ziran Kexue Ban)/Acta Scientiarum Naturalium Universitatis Pekinensis,http://api.elsevier.com/content/abstract/scopus_id/80054785564,47,ar,Article
SCOPUS_ID:0034906353,,Problems in exploiting groundwater and sustainable development countermeasures in Suxichang Area,2-s2.0-0034906353,0,Yuan R.,Journal,2001-01-01,2001,,,04798023,4,537-542,Beijing Daxue Xuebao Ziran Kexue Ban/Acta Scientiarum Naturalium Universitatis Pekinensis,http://api.elsevier.com/content/abstract/scopus_id/0034906353,37,ar,Article
SCOPUS_ID:85033499342,15246,Vascular endothelial growth factor signaling requires glycine to promote angiogenesis,2-s2.0-85033499342,0,Guo D.,Journal,2017-12-01,1 December 2017,10.1038/s41598-017-15246-3,20452322,,1,,Scientific Reports,http://api.elsevier.com/content/abstract/scopus_id/85033499342,7,ar,Article
SCOPUS_ID:84996911019,37336,5-HTR3 and 5-HTR4 located on the mitochondrial membrane and functionally regulated mitochondrial functions,2-s2.0-84996911019,1,Wang Q.,Journal,2016-11-22,22 November 2016,10.1038/srep37336,20452322,,,,Scientific Reports,http://api.elsevier.com/content/abstract/scopus_id/84996911019,6,ar,Article
SCOPUS_ID:84992359752,35475,The Effects of Puerarin on Rat Ventricular Myocytes and the Potential Mechanism,2-s2.0-84992359752,0,Xu H.,Journal,2016-10-20,20 October 2016,10.1038/srep35475,20452322,,,,Scientific Reports,http://api.elsevier.com/content/abstract/scopus_id/84992359752,6,ar,Article
SCOPUS_ID:85020902887,,"Cardiorespiratory responses of air filtration: A randomized crossover intervention trial in seniors living in Beijing: Beijing Indoor Air Purifier StudY, BIAPSY",2-s2.0-85020902887,0,Shao D.,Journal,2017-12-15,15 December 2017,10.1016/j.scitotenv.2017.06.095,18791026,00489697,,541-549,Science of the Total Environment,http://api.elsevier.com/content/abstract/scopus_id/85020902887,603-604,ar,Article
SCOPUS_ID:85031087168,,Extreme levels of ambient air pollution adversely impact cardiac and central aortic hemodynamics: The AIRCMD-China study,2-s2.0-85031087168,0,Liu S.,Journal,2017-01-01,2017,10.1016/j.jash.2017.09.009,18787436,19331711,,,Journal of the American Society of Hypertension,http://api.elsevier.com/content/abstract/scopus_id/85031087168,,ip,Article in Press
SCOPUS_ID:85021849232,,Airway oxidative stress and inflammation markers in chronic obstructive pulmonary diseases(COPD) patients are linked with exposure to traffic-related air pollution: a panel study,2-s2.0-85021849232,0,Chen J.,Journal,2016-05-01,1 May 2016,10.3760/cma.j.issn.0253-9624.2016.05.005,,02539624,5,411-417,Zhonghua yu fang yi xue za zhi [Chinese journal of preventive medicine],http://api.elsevier.com/content/abstract/scopus_id/85021849232,50,ar,Article
SCOPUS_ID:85007158482,,Retrospective cohort study: AMH is the best ovarian reserve markers in predicting ovarian response but has unfavorable value in predicting clinical pregnancy in GnRH antagonist protocol,2-s2.0-85007158482,0,Xu H.,Journal,2017-03-01,1 March 2017,10.1007/s00404-016-4274-8,14320711,09320067,3,763-770,Archives of Gynecology and Obstetrics,http://api.elsevier.com/content/abstract/scopus_id/85007158482,295,ar,Article
SCOPUS_ID:85030263065,,"PDGFRA, HSD17B4 and HMGB2 are potential therapeutic targets in polycystic ovarian syndrome and breast cancer",2-s2.0-85030263065,0,Xu H.,Journal,2017-01-01,2017,10.18632/oncotarget.17846,19492553,,41,69520-69526,Oncotarget,http://api.elsevier.com/content/abstract/scopus_id/85030263065,8,ar,Article
SCOPUS_ID:84940486543,,Homeodomain interacting protein kinase 2 is downregulated through the peroxisome proliferator-activated receptor gamma signaling pathway in an insulin-resistant population,2-s2.0-84940486543,0,Xu H.,Journal,2015-01-01,1 September 2015,10.1111/jdi.12322,20401124,20401116,5,594-596,Journal of Diabetes Investigation,http://api.elsevier.com/content/abstract/scopus_id/84940486543,6,le,Letter
SCOPUS_ID:84862295960,115001,Four jets as a probe of O(100 GeV) physics beyond standard model at hadron colliders,2-s2.0-84862295960,0,Wang X.,Journal,2012-06-04,4 June 2012,10.1103/PhysRevD.85.115001,15502368,15507998,11,,"Physical Review D - Particles, Fields, Gravitation and Cosmology",http://api.elsevier.com/content/abstract/scopus_id/84862295960,85,ar,Article
SCOPUS_ID:79960769594,115010,New color-octet vector boson revisited,2-s2.0-79960769594,37,Wang X.,Journal,2011-06-10,10 June 2011,10.1103/PhysRevD.83.115010,15502368,15507998,11,,"Physical Review D - Particles, Fields, Gravitation and Cosmology",http://api.elsevier.com/content/abstract/scopus_id/79960769594,83,ar,Article
SCOPUS_ID:79960773131,117701,O(100GeV) deci-weak W<sup>¡ä</sup>/Z<sup>¡ä</sup> at Tevatron and LHC,2-s2.0-79960773131,17,Wang X.,Journal,2011-06-06,6 June 2011,10.1103/PhysRevD.83.117701,15502368,15507998,11,,"Physical Review D - Particles, Fields, Gravitation and Cosmology",http://api.elsevier.com/content/abstract/scopus_id/79960773131,83,ar,Article
SCOPUS_ID:84964049138,,Advancing African agency in the new 2030 transformative development agenda,2-s2.0-84964049138,0,Besada H.,Journal,2017-01-02,2 January 2017,10.1080/19376812.2016.1138232,,19376812,1,19-44,African Geographical Review,http://api.elsevier.com/content/abstract/scopus_id/84964049138,36,ar,Article
SCOPUS_ID:84938592980,,Post-2015 Global Governance of Official Development Finance: Harnessing the Renaissance of Public Entrepreneurship,2-s2.0-84938592980,0,Xu J.,Journal,2015-01-01,1 August 2015,10.1002/jid.3120,10991328,09541748,6,856-880,Journal of International Development,http://api.elsevier.com/content/abstract/scopus_id/84938592980,27,ar,Article
SCOPUS_ID:81455144720,,An accurate method to extract and separate interface and gate oxide traps by the MOSFET subthreshold current,2-s2.0-81455144720,0,Zhang C.,Conference Proceeding,2011-11-23,2011,,,,,180-183,"Technical Proceedings of the 2011 NSTI Nanotechnology Conference and Expo, NSTI-Nanotech 2011",http://api.elsevier.com/content/abstract/scopus_id/81455144720,2,cp,Conference Paper
SCOPUS_ID:81455133455,,Characteristics sensitivity of FinFET to fin vertical nonuniformity,2-s2.0-81455133455,0,Xu J.,Conference Proceeding,2011-11-23,2011,,,,,176-179,"Technical Proceedings of the 2011 NSTI Nanotechnology Conference and Expo, NSTI-Nanotech 2011",http://api.elsevier.com/content/abstract/scopus_id/81455133455,2,cp,Conference Paper
SCOPUS_ID:79952520931,5713686,Characteristics of subband current ratio in double-gate MOSFET,2-s2.0-79952520931,0,Lou H.,Conference Proceeding,2010-12-01,2010,10.1109/EDSSC.2010.5713686,,,,,"2010 IEEE International Conference of Electron Devices and Solid-State Circuits, EDSSC 2010",http://api.elsevier.com/content/abstract/scopus_id/79952520931,,cp,Conference Paper
SCOPUS_ID:85033693659,,Histone chaperone Spt16p is required for heterochromatin mediated silencing in budding yeast,2-s2.0-85033693659,0,Yan X.,Journal,2017-11-14,14 November 2017,10.1007/s13238-017-0485-4,16748018,1674800X,,1-7,Protein and Cell,http://api.elsevier.com/content/abstract/scopus_id/85033693659,,ip,Article in Press
SCOPUS_ID:84957948715,,The Histone Chaperone FACT Contributes to DNA Replication-Coupled Nucleosome Assembly,2-s2.0-84957948715,10,Yang J.,Journal,2016-02-09,9 February 2016,10.1016/j.celrep.2015.12.096,22111247,,5,1128-1141,Cell Reports,http://api.elsevier.com/content/abstract/scopus_id/84957948715,14,ar,Article
SCOPUS_ID:85012104119,,Comparison of aortic branch artery pseudoaneurysms associated with intramural hematoma and associated with ulcer-like projections,2-s2.0-85012104119,0,Xu J.,Journal,2016-11-20,20 November 2016,10.13929/j.1003-3289.2016.11.013,,10033289,11,1673-1677,Chinese Journal of Medical Imaging Technology,http://api.elsevier.com/content/abstract/scopus_id/85012104119,32,ar,Article
SCOPUS_ID:85016209237,,Contrast-enhanced CT in diagnosis of isolated dissection of the superior mesenteric artery,2-s2.0-85016209237,0,Luan J.,Journal,2014-08-10,10 August 2014,,,16728475,8,515-519,Chinese Journal of Interventional Imaging and Therapy,http://api.elsevier.com/content/abstract/scopus_id/85016209237,11,ar,Article
SCOPUS_ID:64549108982,,Influence of Gd-DTPA doses on delayed Gadolinium-enhanced MRI of cartilage: An in vitro study,2-s2.0-64549108982,0,Zheng Z.,Journal,2009-03-25,25 March 2009,,,10033289,3,339-342,Chinese Journal of Medical Imaging Technology,http://api.elsevier.com/content/abstract/scopus_id/64549108982,25,ar,Article
SCOPUS_ID:84897998790,,A cube based surface meshing method from unstructured points set,2-s2.0-84897998790,0,Xu J.,Journal,2014-01-01,March 2014,10.13209/j.0479-8023.2014.037,,04798023,2,228-234,Beijing Daxue Xuebao (Ziran Kexue Ban)/Acta Scientiarum Naturalium Universitatis Pekinensis,http://api.elsevier.com/content/abstract/scopus_id/84897998790,50,ar,Article
